Date,Open,High,Low,Close,Volume
2026-01-02,484.3900146484375,484.6600036621094,470.1600036621094,472.94000244140625,25571600
2026-01-05,474.05999755859375,476.07000732421875,469.5,472.8500061035156,25250300
2026-01-06,473.79998779296875,478.739990234375,469.75,478.510009765625,23037700
2026-01-07,479.760009765625,489.70001220703125,477.95001220703125,483.4700012207031,25564200
2026-01-08,481.239990234375,482.6600036621094,475.8599853515625,478.1099853515625,18162600
2026-01-09,474.05999755859375,479.82000732421875,472.20001220703125,479.2799987792969,18491000
2026-01-12,476.6700134277344,480.989990234375,475.67999267578125,477.17999267578125,23519900
2026-01-13,474.67999267578125,475.7799987792969,465.95001220703125,470.6700134277344,28545800
2026-01-14,466.4599914550781,468.20001220703125,457.1700134277344,459.3800048828125,28184300
2026-01-15,464.1199951171875,464.25,455.8999938964844,456.6600036621094,23225800
2026-01-16,457.8299865722656,463.19000244140625,456.4800109863281,459.8599853515625,34246700
2026-01-20,451.2200012207031,456.79998779296875,449.2799987792969,454.5199890136719,26130000
2026-01-21,452.6000061035156,452.69000244140625,438.67999267578125,444.1099853515625,37980500
2026-01-22,447.6199951171875,452.8399963378906,444.70001220703125,451.1400146484375,25349400
2026-01-23,451.8699951171875,471.1000061035156,450.5299987792969,465.95001220703125,38000200
2026-01-26,465.30999755859375,474.25,462,470.2799987792969,29291200
2026-01-27,473.70001220703125,482.8699951171875,473.1600036621094,480.5799865722656,29213900
2026-01-28,483.2099914550781,483.739990234375,478,481.6300048828125,36875400
2026-01-29,439.989990234375,442.5,421.0199890136719,433.5,128855300
2026-01-30,439.1700134277344,439.6000061035156,426.45001220703125,430.2900085449219,58566800
2026-02-02,430.239990234375,430.739990234375,422.25,423.3699951171875,42219900
2026-02-03,422.010009765625,422.04998779296875,408.55999755859375,411.2099914550781,61424100
2026-02-04,411,419.79998779296875,409.239990234375,414.19000244140625,45012400
2026-02-05,407.44000244140625,408.29998779296875,392.32000732421875,393.6700134277344,66289200
2026-02-06,399.1700134277344,401.7900085449219,392.9200134277344,401.1400146484375,53515300
2026-02-09,404.8500061035156,414.8900146484375,400.8699951171875,413.6000061035156,45480500
2026-02-10,419.6199951171875,423.67999267578125,412.70001220703125,413.2699890136719,44857900
2026-02-11,416.17999267578125,416.4599914550781,401.010009765625,404.3699951171875,42491000
2026-02-12,405,406.20001220703125,398.010009765625,401.8399963378906,40802400
2026-02-13,404.45001220703125,405.5400085449219,398.04998779296875,401.32000732421875,34091600
2026-02-17,399.2200012207031,400.5199890136719,394.5299987792969,396.8599853515625,32078800
2026-02-18,398.1300048828125,402.55999755859375,396.32000732421875,399.6000061035156,23223400
2026-02-19,400.69000244140625,404.42999267578125,396.6700134277344,398.4599914550781,28234000
2026-02-20,396.1099853515625,400.1199951171875,395.1600036621094,397.2300109863281,34015200
2026-02-23,395,395.3599853515625,383.1000061035156,384.4700012207031,43238300
2026-02-24,384.1400146484375,389.3599853515625,381.7099914550781,389,33884700
2026-02-25,390.5299987792969,401.4700012207031,390.1600036621094,400.6000061035156,43625500
2026-02-26,404.7099914550781,407.489990234375,398.739990234375,401.7200012207031,34405900
2026-02-27,390.8800048828125,396.82000732421875,389.8800048828125,392.739990234375,51367200
2026-03-02,392.8599853515625,401.19000244140625,390.6300048828125,398.54998779296875,35474900
2026-03-03,393.1400146484375,406.70001220703125,392.6700134277344,403.92999267578125,38199200
2026-03-04,401.2699890136719,411.0299987792969,400.30999755859375,405.20001220703125,35808000
2026-03-05,404.4200134277344,411.6099853515625,404.3999938964844,410.67999267578125,39001300
2026-03-06,409.20001220703125,413.04998779296875,408.510009765625,408.9599914550781,31123900
2026-03-09,404.9200134277344,410.2099914550781,403.5,409.4100036621094,30131900
2026-03-10,410.0299987792969,410.20001220703125,402.92999267578125,405.760009765625,31706400
2026-03-11,405.57000732421875,409.010009765625,401.5899963378906,404.8800048828125,25512100
2026-03-12,404.6300048828125,406.1199951171875,401.7099914550781,401.8599853515625,27263900
2026-03-13,401,404.79998779296875,394.25,395.54998779296875,26848000
2026-03-16,398.07000732421875,400.6300048828125,394.7900085449219,399.95001220703125,27733700
2026-03-17,400.2699890136719,404.3999938964844,397.75,399.4100036621094,26228300
2026-03-18,397.1300048828125,398,391,391.7900085449219,25908500
2026-03-19,390.1000061035156,392.489990234375,387.05999755859375,389.0199890136719,25138800
2026-03-20,386.7900085449219,387,380.1199951171875,381.8699951171875,50853200
2026-03-23,383.8999938964844,387.2099914550781,381.67999267578125,383,29680100
2026-03-24,382.3599853515625,382.4700012207031,371.8500061035156,372.739990234375,42733600
2026-03-25,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,31181200
2026-03-26,370.82000732421875,374.7200012207031,365.19000244140625,365.9700012207031,36836600
2026-03-27,361.8999938964844,362.45001220703125,356.510009765625,356.7699890136719,37883400
2026-03-30,361.8999938964844,365.3599853515625,356.2799987792969,358.9599914550781,44797000
2026-03-31,364.54998779296875,372.8999938964844,363.07000732421875,370.1700134277344,45244400
2026-04-01,373.489990234375,373.989990234375,368.20001220703125,369.3699951171875,29417200
2026-04-02,367.2099914550781,373.6400146484375,364.1499938964844,373.4599914550781,24099100
